021,LT021C3,201,3,2027,2023,1-3-2023,01-03-2027,0,72
130,LT0130B10,202,10,2026,2022,1-10-2022,1-10-2026,0,73
132,LT0132B11,202,11,2026,2022,1-11-2022,1-11-2026,0,74
114,LT0114B10,203,10,2026,2022,1-10-2022,1-10-2026,0,75
127,LT0127B11,204,11,2026,2022,1-11-2022,1-11-2026,0,76
063,LT063C7.,204,7,2027,2023,1-7-2023,01-07-2027,0,77
061,LT061C7,207,7,2027,2023,1-7-2023,01-07-2027,0,78
120,LT0120B11,211,11,2026,2022,1-11-2022,1-11-2026,0,79
012,LT012C3,211,3,2027,2023,1-3-2023,01-03-2027,0,80
020,LT020B3,208,3,2026,2022,1-3-2022,01-03-2026,0,81
056,LT056B6,208,6,2026,2022,1-6-2022,01-06-2026,0,82
073,LT073C7,208,7,2027,2023,1-7-2023,01-07-2027,0,83
046,LT046C5,215,5,2027,2023,1-5-2023,01-05-2027,0,84
001,LT001C1,202,1,2027,2023,1-1-2023,01-01-2027,0,85
002,LT002C1,207,1,2027,2023,1-1-2023,01-01-2027,0,86
018,LT018C3,207,3,2027,2023,1-3-2023,01-03-2027,0,87
058,LT058C6,211,6,2027,2023,1-6-2023,01-06-2027,0,88
064,LT064B6,208,6,2026,2022,1-6-2022,01-06-2026,0,89
086,LT086A7,208,7,2025,2021,1-7-2021,01-07-2025,0,90
124,LT0124B11,210,11,2026,2022,1-11-2022,1-11-2026,0,91
115,LT0115C12,213,12,2027,2023,1-12-2023,1-12-2027,0,92
544,LT544C12,197,12,2024,2023,1-12-2023,1-12-2024,1,93
545,LT545C12,197,12,2024,2023,1-12-2023,1-12-2024,1,94
535,LT535C8,198,8,2024,2023,1-8-2023,01-08-2024,1,95
539,LT539C9,198,9,2024,2023,1-9-2023,01-09-2024,1,96
542,LT542C10,200,10,2024,2023,1-10-2023,1-10-2024,1,97
547,LT547C11,200,11,2024,2023,1-11-2023,1-11-2024,1,98
549,LT549C12,198,12,2024,2023,1-12-2023,1-12-2024,1,99
550,LT550C12,200,12,2024,2023,1-12-2023,1-12-2024,1,100
543,LT543C10,199,10,2024,2023,1-10-2023,1-10-2024,1,101
551,LT551C12,199,12,2024,2023,1-12-2023,1-12-2024,1,102
537,LT537C8,199,8,2024,2023,1-8-2023,01-08-2024,1,103
540,LT540C9,199,9,2024,2023,1-9-2023,01-09-2024,1,104
544,LT544C10,197,10,2024,2023,1-10-2023,1-10-2024,1,105
544,LT544C11,197,11,2024,2023,1-11-2023,1-11-2024,1,106
546,LT546C11,198,11,2024,2023,1-11-2023,1-11-2024,1,107
548,LT548C11,199,11,2024,2023,1-11-2023,1-11-2024,1,108
303,LT303C12,199,12,2024,2023,1-12-2023,1-12-2024,1,109
005,LT006B1,216,1,2026,2022,1-1-2022,01-01-2026,0,110
077,LT077C8,203,8,2027,2023,1-8-2023,01-08-2027,0,111
024,LT024C3,205,3,2027,2023,1-3-2023,01-03-2027,0,112
149,LT149A12,205,12,2025,2021,1-12-2021,1-12-2025,0,113
025,LT025C3,201,3,2027,2023,1-3-2023,01-03-2027,0,114
111,LT0111B10,206,10,2026,2022,1-10-2022,1-10-2026,0,115
058,LT058C10,210,10,2027,2023,1-10-2023,1-10-2027,0,116
086,LT086C9,211,9,2027,2023,1-9-2023,01-09-2027,0,117
112,LT0112B10,212,10,2026,2022,1-10-2022,1-10-2026,0,118
140,LT0140B12,212,12,2026,2022,1-12-2022,1-12-2026,0,119
070,LT070C7,214,7,2027,2023,1-7-2023,01-07-2027,0,120
069,LT069C7,215,7,2027,2023,1-7-2023,01-07-2027,0,121
073,LT073A6,209,6,2025,2021,1-6-2021,01-06-2025,0,122
051,LT051C6,207,6,2027,2023,1-6-2023,01-06-2027,0,123
049,LT049B5,202,5,2026,2022,1-5-2022,01-05-2026,0,124
028,LT028C4,203,4,2027,2023,1-4-2023,01-04-2027,0,125
427,LT427C11,217,11,2027,2023,1-11-2023,1-11-2027,0,126
426,LT426C11,218,11,2027,2023,1-11-2023,1-11-2027,0,127
425,LT425C9,219,9,2027,2023,1-9-2023,01-09-2027,0,128
408,LT408C2,218,2,2027,2023,1-2-2023,01-02-2027,0,129
412,LT412C3,219,3,2027,2023,1-3-2023,01-03-2027,0,130
